,Outcome 1,Outcome 2,Outcome 3,Outcome 4,Outcome 5,Outcome 6,Outcome 7,Outcome 8,Outcome 9,Outcome 10,Outcome 11,Outcome 12,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11,PC 12,PC 13,PC 14,PC 15,PC 16,PC 17,PC 18,PC 19,PC 20,PC 21,PC 22,PC 23,PC 24,PC 25,PC 26,PC 27,PC 28,PC 29,PC 30,PC 31,PC 32,PC 33,PC 34,PC 35,PC 36,PC 37,PC 38,PC 39,PC 40,PC 41,PC 42,PC 43,PC 44,PC 45,PC 46,PC 47,PC 48,PC 49,PC 50,PC 51,PC 52,PC 53,PC 54,PC 55,PC 56,PC 57,PC 58,PC 59,PC 60,PC 61,PC 62,PC 63,PC 64,PC 65,PC 66,PC 67,PC 68,PC 69,PC 70,PC 71,PC 72,PC 73,PC 74,PC 75,PC 76,PC 77,PC 78,PC 79,PC 80,PC 81,PC 82,PC 83,PC 84,PC 85,PC 86,PC 87,PC 88,PC 89,PC 90,PC 91,PC 92,PC 93,PC 94,PC 95,PC 96,PC 97
0,0.01008827238335435,0.01904761904761905,0.027777777777777776,0.027027027027027032,0.02469135802469136,0.07407407407407407,0.09523809523809523,0.023809523809523808,0.021739130434782608,0.08695652173913042,0.05,0.05,-0.8069761993836911,-1.941017669283679,-0.7632470838080354,-0.8048622307058877,0.46568188219192147,-0.22188426538861258,-0.1471044646935257,0.21795888971513852,0.22468268069046052,-1.2640370081153443,-1.021735907210584,0.5542432175720615,0.6621223438059023,-0.10250363351999774,-0.3554953417750291,0.016097919855477295,0.24029237788015365,-0.10805674827140228,-0.029408398366769298,-0.057660208382640125,0.6497646761548842,0.4286032769721748,0.36712268893103683,0.335304454975933,0.27120696500214664,0.22899918893620724,-0.6125145565692272,0.1945064102804015,-0.12756643520398356,-0.175051842613852,0.3252535613665701,0.46050565640775837,0.0018113771881292482,0.25147628712246145,0.2846419942187998,0.09278593260058304,-0.1463235030219749,-0.16588223706532926,-0.06102853281552067,-0.2863100833342537,0.5259932138222047,0.06756551129808301,-0.28729864844116626,-0.15384563193967354,-0.11342664271317998,0.06653981222579604,0.27552114578841136,0.0995402748357272,0.3715220783962112,0.16636678138257127,0.10515163260425578,-0.03207374611485536,0.07534051104345071,-0.07240941482361801,-0.3819510651209916,-0.3219056991129578,-0.5935433714195502,-0.09483406088129188,0.1266611985122457,-0.08810267759381586,0.4712545498074381,-0.22387701046426758,-0.4541486050324357,0.23187780144773476,-0.004658394516312609,-0.33329697567754285,-0.25377075210271965,0.15245630830225887,0.11189398559690124,0.19444993096140575,0.1466876348210605,-0.29164705151162673,0.19689243111030433,-0.1981359512853267,0.22528982891470567,0.06269267237502714,-0.16415825417213453,0.17669796555565148,0.22239459434687744,-0.13681786502074822,0.03814153498645504,-0.15152330180166296,0.04263030992363501,-0.004053492803026864,-0.19711660910202097,0.16471880954363097,0.18157432565022882,0.22218097932867317,-0.16102295098934247,-0.23477651396245627,-0.013867008335861006,-0.07802074474751962,0.10726341235079656,-0.10097464868485435,0.13627257233642634,0.20344712871488313,0.11389153330894318
1,0.0,0.0015873015873015873,0.018518518518518517,0.006756756756756757,0.006172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5257055198321844,0.16268736352709318,-1.3256153299659195,-0.9297218364340114,0.16043742715414064,0.8292653514595384,1.1208624376080376,-1.6264470878558466,-1.1113284236457686,0.03462188352001547,-0.6470014214287787,0.23072532920303507,-0.22443258807475097,-1.016655507697054,0.5199841038965857,0.2535678503967739,0.2952886933921427,0.16508190212902735,0.05776785093787389,-0.3971842974465517,0.02207060022811011,0.0012939212979898736,0.3175828470383546,-0.7545282252305453,-0.018993708455602207,0.0907748936394453,0.837968656742558,-0.3901622462834639,-0.6643757731473334,-0.9114753589866422,-0.026818884277986,0.6273807463737544,0.24305448357671552,0.12404968256106762,-0.6214525238369293,0.2855413352209604,0.36494399763565133,-0.09473783263667511,0.493660847385777,0.13755942930643764,0.08028075156602567,0.02325392345711666,0.3277696299270733,0.10741297297568769,0.5884560536615395,-0.13818641442686264,-0.35873982491475453,0.39612930156390497,-0.165836007788667,0.1394174678706935,-0.07047457954643815,-0.3789625508846779,-0.49331239906073326,0.1428296370539591,-0.5566356148162622,-0.3679304206817895,-0.33258431522534565,0.2924312381512232,0.8366125410163016,-0.1141574780555386,-0.6183771379519506,0.2792636478970002,0.05824345877359572,-0.10672617600022602,-0.13148912016108338,0.045384541584535976,0.08008496755973891,0.28758187567886867,-0.262109356192539,-0.4332748971845229,0.22973373750194762,0.5874474544928835,0.4170267500043844,0.41814319713437204,0.03501776709747178,0.0730895322460489,0.0690755342658755,0.6614250335045652,-0.10128202308724071,-0.3239829045730583,0.09973550094682306,0.957983813914145,-0.30782022085694605,0.06403236084301207,0.03488863808184766,0.2754863626941984,-0.03644812304689074,0.25838727852587207,-0.22062103641777803,0.1196216346785607,0.18678671575140082,-0.1488803028322296,0.1771630366459934,0.29416139691593696,-0.15718700787242046,-0.0568848710098463,0.25510300110046047
2,0.0201765447667087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8741943490075149,0.1249171606558676,0.21159221663532501,-1.3052009372747344,0.7817739082114528,0.8338052518944195,1.0790682986789868,-0.6160207782942981,0.933155686469094,-0.04715264847807882,-0.5012461597744531,0.25216878824374117,0.04880572546012403,0.9466289198350021,0.19652898636515434,0.44819429618568085,0.8745746787057012,-0.2951666157291729,-0.4019272434735226,0.25456134561716265,-0.17447740024190458,-0.8595919213816652,-0.10664981290417078,-0.2080251428005017,0.46991788293728287,0.0960494326754709,0.31990114778674866,-0.43317923812406794,0.029615940063036698,0.09927011746938902,-0.02660772133898822,-0.09014401552022475,-1.110851251557512,-0.004237481915727241,-0.6579598287790664,-0.3712304822251859,-0.2935061192415674,0.40815194449128284,-0.5609496249371791,0.22429590269948738,-0.09424391926290664,0.23373293066643558,0.38063438651542475,-0.407318672075395,0.2427401386317661,-0.28906048816253754,-0.3680496978334596,-0.18847557330060155,-0.16410921855449703,-0.13107439349778938,0.2000533311362253,-0.21531223824576,0.02446476333324378,-0.12517992477430012,-0.45649820860079243,-0.21137397851542192,0.3001238463716356,-0.16227260692000103,-0.5734121073575008,0.010788826265703742,-0.04872879377613348,-0.15981386896384026,0.22955101645438558,0.2546279400997601,0.006059198537530726,-0.17386495401116378,0.026839211881495368,0.001453984647484776,0.06698842817597678,0.09768095920663614,0.3856491810494287,-0.2911203849731826,0.07622404515000021,-0.40614753931451975,-0.04406112838784028,1.266103750202418,0.03595208726041117,0.09758385274013257,0.4349857904319689,-0.09189247718463721,-0.2452806891755892,-0.19448878469497202,-0.00593968564983583,-0.15198794406150942,0.4275736000643752,0.30165122331472793,0.02544507380935258,0.26822628182202524,0.28451604542602216,0.07998850702082651,-0.40043055387400567,0.13957717417365745,-0.38701495831199184,-0.2566278008572036,0.08979336666088991,-0.27511000985744577,-0.25081238207385553
3,0.0037831021437578815,0.015873015873015872,0.05555555555555555,0.027027027027027032,0.02469135802469136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0763962074487967,1.9181532677771518,1.1640968380033296,-1.6827160953068017,1.6044477122673793,0.18889710323857112,1.0880904838984655,-0.36779490324838954,0.05190869564622349,-0.5168518820781575,1.1807539720148803,0.41755845542593983,0.18598342182963754,-0.6125978224981924,-0.42748167452099894,-0.12081609339866899,0.2222216106856074,-0.35495618049838307,-1.3854495437219854,0.2255247295933817,0.10520895921368223,-1.2940537408379351,0.306479529679934,-0.7030839019493947,-0.44676013087943095,-0.09128989581393328,-0.08169556976659471,0.20756043278774775,-0.3787068640026543,0.025434630287664503,-0.43754619338564876,0.05783439456548081,0.7329515008693617,-0.3799212347513363,-0.6045700640981688,-1.0209596266640462,-0.07653696120704219,-0.170127468851069,-0.2630746555735267,-0.35950303294389313,-0.28214645955075873,0.7285526412583458,-0.5111531822240601,0.25963576222028034,0.2218842270073687,-0.6262146348762665,0.3812280014949623,-0.6844244520192605,0.26221482639331806,-0.18622536576906232,0.14909103734064508,-0.03810847683160937,0.7176486910585856,-0.4240541964494079,-0.5244299777463695,0.18741905679457813,-0.1203388163152586,0.2422809271857237,0.1538432210496492,0.2634055360714548,0.007258259751779194,0.1672662002769857,-0.73568205769415,-0.4119324966490412,0.1176614463683089,0.22793165614528935,0.16330541338212232,0.4238438255049696,-0.23968514975341512,-0.591718076767128,0.039225825152581766,-0.24487317545145199,-0.5002416410260985,0.443964443184709,-0.10456006312226519,0.2602935691396023,0.652412444629821,-0.010231042516205768,-0.3081784571980968,-0.06841194776966093,0.17222432148672231,0.25663589423188,0.6001672682422198,0.06602734597906088,0.001128024120057107,-0.04723833616540328,0.2716976332240852,0.06749364705843545,0.3209398797944156,-0.10211580837071946,-0.2908941712350029,0.21275779728571445,0.31885154045326425,-0.35282080673919997,0.059657497011562276,0.33854453709899573,-0.38749217492554977
4,0.0037831021437578815,0.031746031746031744,0.1388888888888889,0.040540540540540536,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.270423479724855,0.8379209517358999,-1.4183556290552901,0.7123251719208621,-0.8653890337109785,3.04392353724413,-1.1959587101099134,-0.5068099222685105,0.5458359352487039,-0.24594430911837523,0.4168926892947323,0.38432385411459136,-0.7164374946071859,0.6839735116759101,-0.7386824650749342,0.7713788031857082,0.15015522014733954,0.5253339432210774,-0.31566227780780826,-0.02282585746640149,-0.03160621823184164,-0.18941384316055107,0.4470043838264336,0.4761058569992311,0.3684680553012358,-0.3140633209445482,-0.09903016864119835,0.4360496691087326,-0.5743896358405102,0.4798561313397103,0.24318977569192493,-0.00525128250043148,0.48001438442127153,-0.143739064861849,-0.22814812407353513,-0.12204422077562832,-0.05252139178753632,0.22118054788852815,-0.5766288122115828,0.4627909455513843,-0.558250954483812,-0.040581140495031844,0.3627359932366207,-0.47381856486353263,0.05736086586810031,-0.34872138227631044,-0.3201976465141356,0.17390645401134666,-0.2409829960687707,0.22016731211482382,-0.1081378323999511,-0.048709812143576954,-0.12931384834786383,-0.33269567161733593,-0.13122946325399298,-0.42741263429815224,-0.016940387171540422,-0.5622049787730977,0.1173186731909234,0.22629486628052586,-0.01598121880432325,-0.2548450396322076,0.10173846290176922,-0.19118721875576444,-0.24343270501885242,-0.1221924899421952,0.5938861566662879,0.15466558296258412,0.18837595253178016,-0.1472801671219949,0.4199291728674915,-0.4119641504426646,0.10248787965612524,0.2399303984623716,-0.15934734319926805,-0.24453482578784516,-0.4042212807964281,-0.10089986528595903,-0.012714537808728821,-0.09253588685801108,0.09599991592470596,-0.1682036777740399,0.08401892555206364,0.08380279314795833,0.011178872821350423,0.1309033099317136,0.3858170479468121,-0.05321602748458142,-0.4157218759713056,-0.189792199877045,0.06015504989643485,0.12455559545676602,-0.17706009431486486,0.02769848590072469,-0.21605551731081157,-0.06311104816952101,-0.1435607101176709
5,0.0,0.006349206349206349,0.027777777777777776,0.006756756756756757,0.006172839506172839,0.018518518518518517,0.023809523809523808,0.023809523809523808,0.021739130434782608,0.021739130434782608,0.05,0.05,1.1780107117384435,-0.12127955499076201,-0.6196018102255209,0.8112052586204809,-0.5768080946022293,0.4293335461442943,0.3118903030584216,0.2681904514297328,-0.5660865244355863,0.4160380459778509,-0.06681038492634751,-0.4823247180203114,0.7979984267147744,-0.6975980981213256,-0.048511705393224476,-0.8651975680587627,0.26710559106969567,-0.05398104891768996,-0.8553258977758301,-0.0654262168044579,-0.12063936233687836,-0.6296943458451771,-0.49100274647747844,-0.019311158204348852,0.34918116099027163,0.21709243782261614,-0.4154633478433296,0.8584843052191532,0.24273482056544599,-0.20394864903461496,0.0863921393807747,0.04974225706801286,-0.15710432338099656,0.5661262677234213,0.0004993918563977194,-0.23338665857423796,-0.16534328721653974,-0.0035036034157355715,-0.20076125578989792,-0.14646985002972351,0.5553412942687792,0.09582895785764523,0.05893986640465281,0.3796035771568535,-0.5229024175838334,0.01934591922860708,0.322788213759068,0.35500203686302584,0.0020100122770385998,-0.2691637348812074,-0.13648910146957863,-0.2246935640888846,-0.12049080787924368,-0.2828288304633996,-0.15405645589184436,0.058385653524708404,0.10485731328499236,0.14619420761715224,0.298388953273345,-0.4893828392211321,-0.012442238982071224,-0.19596430982309976,-0.39970622582209253,-0.3874681807961163,-0.2371898379755937,-0.31968628697502177,0.29395476897098843,-0.048872548145943245,0.4157039543156226,-0.06623408424924807,0.3063525262418442,0.07666446497675941,-0.03775699062102348,0.057493021863159584,-0.3771311303953441,-0.221861282294892,-0.09069316778953802,-0.15666557373516782,0.2337108095754169,-0.049430347313502154,-0.25130771714237665,-0.011561633907493808,-0.23818437957595562,0.10828797321795917,0.08388804857210361,0.19933087603201144,0.15428155681814143,0.1420606768217499,0.10793352918441808,-0.17705477088405594,-0.03435020115452861,-0.35614364436167656,0.15768709530785932,-0.321951961208565,-0.11178834280339443,-0.12499778906853111,-0.09289435485453858
6,0.0,0.0015873015873015873,0.0046296296296296285,0.006756756756756757,0.006172839506172839,0.018518518518518517,0.023809523809523808,0.023809523809523808,0.021739130434782608,0.021739130434782608,0.05,0.05,-0.22817075645446638,-0.5640497529105575,-1.6019990475357684,-0.8351806471335916,0.3404952272488885,0.28583823522169877,0.5001003686556228,-0.29459687732906636,0.06990306963663624,0.397589662471908,-0.9005809180607065,0.17210228036718345,0.49828404562432305,-0.7618062854094648,0.08949192193317289,-0.1303073405150567,0.056030940936643424,0.012849098167202934,0.1397715270714835,0.020989016975469784,0.15680150091895742,-0.08924845076747646,0.4727653573357835,-0.500966245682838,0.1337660131182717,0.4308839369460734,-0.2730740517631753,-0.34274908537090903,-0.3212108727497382,0.06725660103276013,0.5101773475088307,-0.11765417456997179,-0.03324036715608229,0.4565920678198399,-0.09328980474330321,-0.15136662511332735,0.5396570467861026,0.4472229626262356,-0.26898742910347206,-0.05491213966156189,0.36439793152452926,-0.011987718838650805,-0.18179018456314847,-0.42768534158025123,0.026891381950496535,-0.263299951075457,0.03102972454448001,-0.10548529094166073,-0.2437665714431649,0.028730721966919014,0.03190601152433124,0.12099910860500875,-0.16708590481780727,0.047214650367800884,0.38272216080461974,-0.2221490036857643,-0.024415251693088925,0.20508824731019007,0.17578103708477702,-0.13667727493986367,0.44253559713276147,0.06733310325904554,-0.2834573059193352,0.050928048587446935,0.08473862645196227,-0.008543230738475053,-0.09745542323832222,-0.06234353112867392,-0.20302512315619076,0.027989689022427117,-0.05091788476688012,-0.10868151990121122,-0.4558049142422249,-0.023759195572377028,0.10247005201976803,-0.1503835063343305,0.13646554131500938,0.20339253397884322,-0.10392916231364764,0.057974258171476896,0.1670222955215488,-0.07982010593988488,-0.017007813215907597,-0.20611677885347154,-0.02513406547562546,-0.21253997550089887,-0.23627995135890495,0.20183552213758096,0.10510467999878137,-0.11361475583159893,-0.158742283477159,0.1511673641001831,-0.2791808578435831,-0.05301515285095318,-0.04875040747092712,-0.04109688545218458,-0.11837939606123854
7,0.0,0.0015873015873015873,0.0046296296296296285,0.006756756756756757,0.006172839506172839,0.018518518518518517,0.023809523809523808,0.023809523809523808,0.021739130434782608,0.021739130434782608,0.05,0.05,-1.099568997529574,0.12619197996727005,-0.6322258790311024,0.38154816870250474,-1.5476325368712203,0.32846110696484965,0.4337047288229876,0.38457985034413333,0.3803843045026599,0.30958526789448354,0.06936434003929072,-0.566478677287355,0.20834092405553484,0.5799208331422477,0.12116349596015541,0.3244679307368314,-0.04216783152419662,-0.4542131268967868,-0.24668613410575566,0.2895808849163252,0.09303506277390015,0.9554035829543266,0.10198476545854102,0.19225453885051239,-0.061731152742688596,0.26571490353203453,-0.5317586808946287,0.2122767975113039,-0.5765196094818386,-0.07125475482177095,0.31180727462474245,0.41646780280835993,-0.575590786624988,-0.6384339482380331,0.36996924544526505,0.176258888949363,-0.2683941957537951,0.09003143660273087,-0.042858162415985245,-0.14329712301389408,0.27520158651555576,0.5493094640056352,-0.18820769391652056,0.5022859778601005,-0.07299035139345755,-0.16699711365877012,-0.6701647782520256,0.0702363647336253,-0.15952571631302437,0.2534198219733986,0.37989083910555,-0.3103220133090817,0.055213054202363936,-0.07557309017049811,0.04717495647930809,-0.3835244940550847,0.04510633977585138,0.26433975835263485,0.35567146730591653,0.280203993875842,0.26997604377023626,-0.5288022697531641,-0.4171177425818994,0.11120501205040761,0.36207317896204605,0.10670171656313243,0.5408096077986705,-0.599714573278278,0.6000652805316047,0.12225585607310192,-0.1258313741981257,0.1354687984408613,-0.1756095073293406,-0.0846499927360859,0.15610003680588835,0.2655223196492871,0.24973935897114855,-0.3451003698064104,-0.08534637013707112,0.11159046957959926,0.11839947175149555,0.4663925309985072,-0.24324377197903688,0.022476474351762962,0.30633339614605964,0.1158576122907266,-0.2877916940722258,-0.19790201343874678,-0.04601859660610604,0.2229924185893802,-0.19243827689891957,0.20635500132280582,-0.05955165890439759,-0.20268953309794968,-0.08121002914449939,-0.07908012309659095,0.1928090950317893
8,0.0012610340479192938,0.0015873015873015873,0.018518518518518517,0.006756756756756757,0.006172839506172839,0.07407407407407407,0.09523809523809523,0.023809523809523808,0.021739130434782608,0.021739130434782608,0.05,0.05,-0.3926303745183257,0.15079078611486849,-2.4073409386910396,-0.20036747811574593,-0.040954402395957296,-1.1976791985779773,0.13013930422354622,-0.8404318775654546,-0.7422953644196568,0.17600810012962023,0.03021448964626774,0.025682282683601818,-0.024036140839811607,-0.4617314869325389,0.15112265156197963,-0.3915731133183355,0.24118748404863113,0.2201632441190608,0.13753919879311108,-0.5825153824611228,-0.34966927747860954,0.04795390929976671,0.6620724031633488,-0.17736358194476706,0.22194487383461184,0.5061741808325511,-0.06008524380769062,-0.298998611693448,-0.4595865234903741,0.18441343541714025,0.15898515540045743,-0.13214306959754885,0.08110802409583955,0.4537182758837083,-0.5457307089913762,-0.2624300975448005,0.5059110464843501,0.07925081993455522,0.12785343859243214,-0.08828304667639622,0.144070989829463,-0.08501447588283279,0.16267569662335205,-0.20009018114974167,0.2399839893547155,-0.28575452188589284,0.1713169051494629,-0.035113335289833604,0.11247075016497536,-0.16794871284502913,0.32913875299103174,-0.2739233908532517,-0.5584669509780117,0.044297816372466325,0.26646526705378093,-0.6044706176125175,0.10495344281779437,0.19324688836425594,0.1611734103859139,-0.10703667114173089,0.20074101698283137,-0.10452017432169596,-0.22295567359599136,0.1540651877624232,0.02378031404423105,0.15331733965236297,-0.2532105988965415,0.02616722900544311,-0.2569271314022705,-0.011083190914346439,0.29793632187336905,-0.37239159717242204,-0.14635013207449946,-0.04919539658092924,-0.20356941048852892,0.08135795111348076,0.23712004452883043,0.053562563079250634,-0.032900580288213785,-0.1388085452780777,0.059467931460592934,-0.23296175304851374,0.14849342755241124,-0.2270087958076523,-0.25318954670132304,-0.011743625841150213,-0.13064467642860622,0.16598989327157798,-0.0486770821056605,-0.19740043134718366,-0.1043457122347569,0.01722751349155102,-0.315435781828633,-0.05817326425916402,0.03764752870163443,0.21148013927271173,-0.09727348437024332
9,0.18032786885245905,0.08571428571428573,0.10185185185185183,0.25675675675675674,0.7777777777777778,0.3703703703703704,0.2857142857142857,0.14285714285714285,0.08695652173913042,0.08695652173913042,0.2,0.2,3.4649248299134645,0.13991863786655626,1.1772581526047408,-0.0813923218264157,-0.7481596900857672,-0.6868501970255889,-0.3024986034582803,-0.11615799465749156,0.036318687303805844,0.4151098370309605,0.11894386461416974,-0.14346395766636685,-0.6787055228881147,0.07099147359819295,-0.20338084805592954,0.15874142795849616,0.17214385998124793,-0.16543205326976057,-0.09206373223044394,-0.10912132065490446,0.1294575740746414,-0.05476878382322981,0.11810259928222604,0.01360638150992412,-0.08367583019228772,0.08920591762033879,0.09253708690902726,-0.003842762267149879,0.2218062152377389,0.3928298264412827,0.5973948258922379,0.16046476416922176,-0.03693071536012723,0.13356538223598538,0.014668198668410803,0.04707069855680958,-0.3789780229444392,0.12133771577995717,0.3650399930784298,-0.03978414029496516,-0.10980712757276652,-0.021270790729462124,-0.20602228071734582,-0.1272979587716536,0.00027397333136003295,0.03861544411093239,-0.07390266898448279,0.40175049831452997,-0.24161679431824382,0.3296809343294475,-0.26180695458981285,-0.2436020668363744,0.05208624065581245,0.2303410238832437,0.019208588093434748,-0.18892804480917313,-0.01709131813274979,-0.2997836763078006,0.13533431185225117,0.16555690723470617,0.06057897180461711,0.42209031462204494,-0.11730987786755849,0.0023812119200549964,0.17015592953925923,0.2366264103513237,-0.22786296907309142,-0.03099131908604353,-0.15539963429049922,0.2891407836423137,0.10114259114933362,0.013346008717619385,-0.3946881203833665,-0.10944527384187894,-0.07964352435740521,0.050420483964168324,0.13811052369432322,0.16008362599042383,-0.2021199809161344,-0.03883324205183375,-0.12121495252568651,0.2149297291286883,-0.2896370164585696,0.09397092405391402,-0.2677429991851206,-0.22039319209879518,-0.18771484653794804,-0.23029627070791175,0.15867449891737093,-0.3340066460034022,-0.29391960405205964,0.006153630479283227,0.06970951514683499,-0.04820110501919516,0.37381565551798207,0.0560529132216784,-0.12530989007478907
